"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0034285",96,"GO:1901701",0.38452,0,"response to disaccharide","cellular response to oxygen-containing compound",0.954269476372925,0.36755,0.713
"GO:0060271",191,"GO:0022607",0.38325,132,"cilium assembly","cellular component assembly",0.925204980842912,0.459666666666667,0.724
"GO:0006403",121,"GO:0006403",0.38245,3,"RNA localization","RNA localization",0.949579182630907,0.245333333333333,0
"GO:0060560",73,"GO:0045927",0.38224,0,"developmental growth involved in morphogenesis","positive regulation of growth",0.926371647509579,0.277363636363636,0.726
"GO:0048585",39,"GO:0031347",0.38198,0,"negative regulation of response to stimulus","regulation of defense response",0.859769476372925,0.3955,0.684
"GO:0050774",80,"GO:0060491",0.38025,4,"negative regulation of dendrite morphogenesis","regulation of cell projection assembly",0.816369093231162,0.340857142857143,0.669
"GO:0009744",96,"GO:1901701",0.37997,18,"response to sucrose","cellular response to oxygen-containing compound",0.954636015325671,0.3722,0.706
"GO:0051603",185,"GO:0006914",0.37986,39,"proteolysis involved in protein catabolic process","autophagy",0.915356960408685,0.211214285714286,0.673
"GO:0008298",121,"GO:0006403",0.37967,29,"intracellular mRNA localization","RNA localization",0.93575159642401,0.210777777777778,0.935
"GO:0043407",10,"GO:0045862",0.37944,1,"negative regulation of MAP kinase activity","positive regulation of proteolysis",0.805970625798212,0.367894736842105,0.542
"GO:0021954",138,"GO:0021954",0.37934,2,"central nervous system neuron development","central nervous system neuron development",0.916581098339719,0.646,0
"GO:0007281",106,"GO:0007530",0.37782,55,"germ cell development","sex determination",0.86881098339719,0.218454545454545,0.61
"GO:0019933",190,"GO:0019932",0.37755,5,"cAMP-mediated signaling","second-messenger-mediated signaling",0.904715197956577,0.412666666666667,0.853
"GO:0034976",153,"GO:0006974",0.37698,40,"response to endoplasmic reticulum stress","DNA damage response",0.937711366538953,0.423416666666667,0.714
"GO:0016236",185,"GO:0006914",0.3764,26,"macroautophagy","autophagy",0.930388250319285,0.385,0.914
"GO:0009144",77,"GO:0009165",0.37564,0,"purine nucleoside triphosphate metabolic process","nucleotide biosynthetic process",0.899910600255428,0.204035714285714,0.819
"GO:0009205",77,"GO:0009165",0.37564,0,"purine ribonucleoside triphosphate metabolic process","nucleotide biosynthetic process",0.89998914431673,0.203285714285714,0.818
"GO:0032886",140,"GO:0031110",0.37489,1,"regulation of microtubule-based process","regulation of microtubule polymerization or depolymerization",0.913690293742018,0.240428571428571,0.941
"GO:0035074",189,"GO:0035074",0.374,7,"pupation","pupation",0.942814814814815,1,0
"GO:0045995",135,"GO:0008360",0.373,10,"regulation of embryonic development","regulation of cell shape",0.863657726692209,0.477142857142857,0.556
"GO:0007267",36,"GO:0007268",0.37286,6,"cell-cell signaling","chemical synaptic transmission",0.891459131545338,0.357909090909091,0.928
"GO:2001251",101,"GO:0051276",0.37151,0,"negative regulation of chromosome organization","chromosome organization",0.871731800766284,0.4155,0.749
"GO:1903531",17,"GO:1903531",0.37134,1,"negative regulation of secretion by cell","negative regulation of secretion by cell",0.867994252873563,0.3271875,0
"GO:0033044",101,"GO:0051276",0.37109,1,"regulation of chromosome organization","chromosome organization",0.879056832694764,0.38325,0.831
"GO:0016544",86,"GO:0007619",0.37021,2,"male courtship behavior, tapping to detect pheromone","courtship behavior",0.943512771392082,0.390266666666667,0.728
"GO:0030308",73,"GO:0045927",0.37018,17,"negative regulation of cell growth","positive regulation of growth",0.870853767560664,0.297424242424242,0.704
"GO:0048499",29,"GO:0007030",0.37007,5,"synaptic vesicle membrane organization","Golgi organization",0.955639846743295,0.4765,0.731
"GO:0048065",86,"GO:0007619",0.37005,3,"male courtship behavior, veined wing extension","courtship behavior",0.932997445721584,0.2622,0.869
"GO:0022603",135,"GO:0008360",0.36879,0,"regulation of anatomical structure morphogenesis","regulation of cell shape",0.862320561941252,0.312,0.89
"GO:0050907",137,"GO:0009582",0.36773,12,"detection of chemical stimulus involved in sensory perception","detection of abiotic stimulus",0.902873563218391,0.207555555555556,0.84
"GO:0008585",163,"GO:0008585",0.36768,11,"female gonad development","female gonad development",0.917083652618135,0.422,0
"GO:0007620",86,"GO:0007619",0.36703,10,"copulation","courtship behavior",0.931009578544061,0.316866666666667,0.804
"GO:2000242",180,"GO:2000242",0.36696,1,"negative regulation of reproductive process","negative regulation of reproductive process",0.902714559386973,0.575,0
"GO:0046034",77,"GO:0009165",0.36633,12,"ATP metabolic process","nucleotide biosynthetic process",0.888498722860792,0.202964285714286,0.818
"GO:0022618",76,"GO:0071826",0.36592,6,"protein-RNA complex assembly","protein-RNA complex organization",0.939770114942529,0.397,0.994
"GO:0007413",50,"GO:0016198",0.36556,16,"axonal fasciculation","axon choice point recognition",0.884381864623244,0.319571428571429,0.765
"GO:0070507",140,"GO:0031110",0.36477,10,"regulation of microtubule cytoskeleton organization","regulation of microtubule polymerization or depolymerization",0.876102809706258,0.240714285714286,0.967
"GO:0006790",117,"GO:0044272",0.36197,4,"sulfur compound metabolic process","sulfur compound biosynthetic process",0.942722860791826,0.319625,0.927
"GO:0030713",175,"GO:0002064",0.36187,12,"follicle cell of egg chamber stalk formation","epithelial cell development",0.894390166028097,0.50775,0.729
"GO:1903050",10,"GO:0045862",0.36139,0,"regulation of proteolysis involved in protein catabolic process","positive regulation of proteolysis",0.862789272030651,0.277947368421053,0.905
"GO:0035264",73,"GO:0045927",0.36117,11,"multicellular organism growth","positive regulation of growth",0.934147509578544,0.331,0.693
"GO:0051124",92,"GO:1904396",0.36096,36,"synaptic assembly at neuromuscular junction","regulation of neuromuscular junction development",0.861286717752235,0.239,0.928
"GO:1900182",94,"GO:0070201",0.3607,5,"positive regulation of protein localization to nucleus","regulation of establishment of protein localization",0.87484993614304,0.260157894736842,0.789
"GO:0072527",188,"GO:0072527",0.36001,0,"pyrimidine-containing compound metabolic process","pyrimidine-containing compound metabolic process",0.928667943805875,1,0
"GO:0009725",108,"GO:0009755",0.35712,3,"response to hormone","hormone-mediated signaling pathway",0.945461685823755,0.245615384615385,0.874
"GO:0007416",92,"GO:1904396",0.35701,24,"synapse assembly","regulation of neuromuscular junction development",0.868897828863346,0.2435625,0.808
"GO:0016325",14,"GO:0007163",0.35624,17,"oocyte microtubule cytoskeleton organization","establishment or maintenance of cell polarity",0.85884993614304,0.311578947368421,0.813
"GO:0015698",41,"GO:0015698",0.35622,0,"inorganic anion transport","inorganic anion transport",0.958697956577267,0.447666666666667,0
"GO:0060811",121,"GO:0006403",0.35568,1,"intracellular mRNA localization involved in anterior/posterior axis specification","RNA localization",0.86935312899106,0.208,0.911
"GO:0060810",121,"GO:0006403",0.35568,5,"intracellular mRNA localization involved in pattern specification process","RNA localization",0.870288633461047,0.207777777777778,0.914
"GO:0048667",187,"GO:0009653",0.35554,1,"cell morphogenesis involved in neuron differentiation","anatomical structure morphogenesis",0.871267560664112,0.453666666666667,0.69
"GO:0032386",94,"GO:0070201",0.35549,3,"regulation of intracellular transport","regulation of establishment of protein localization",0.869424010217114,0.195473684210526,0.838
"GO:0043632",185,"GO:0006914",0.35533,0,"modification-dependent macromolecule catabolic process","autophagy",0.933918901660281,0.239285714285714,0.664
"GO:0006511",185,"GO:0006914",0.35533,174,"ubiquitin-dependent protein catabolic process","autophagy",0.916570881226054,0.209285714285714,0.661
"GO:0019941",185,"GO:0006914",0.35533,7,"modification-dependent protein catabolic process","autophagy",0.91648275862069,0.2085,0.662
"GO:0040008",73,"GO:0045927",0.3553,24,"regulation of growth","positive regulation of growth",0.914525542784163,0.246787878787879,0.899
"GO:0035285",186,"GO:0007476",0.35519,0,"appendage segmentation","imaginal disc-derived wing morphogenesis",0.922494891443167,0.345714285714286,0.726
"GO:0036011",186,"GO:0007476",0.35519,13,"imaginal disc-derived leg segmentation","imaginal disc-derived wing morphogenesis",0.914424648786718,0.301857142857143,0.738
"GO:0061723",185,"GO:0006914",0.35461,12,"glycophagy","autophagy",0.937369731800766,0.439857142857143,0.731
"GO:0048172",36,"GO:0007268",0.35281,8,"regulation of short-term neuronal synaptic plasticity","chemical synaptic transmission",0.907086206896552,0.356636363636364,0.667
"GO:0008544",57,"GO:0009888",0.35129,9,"epidermis development","tissue development",0.94297190293742,0.313444444444444,0.707
"GO:0071496",183,"GO:0009605",0.35077,0,"cellular response to external stimulus","response to external stimulus",0.955749042145594,0.289166666666667,0.693
"GO:0033036",158,"GO:0015031",0.34969,0,"macromolecule localization","protein transport",0.943788633461047,0.273,0.858
"GO:0043406",10,"GO:0045862",0.34846,2,"positive regulation of MAP kinase activity","positive regulation of proteolysis",0.816240740740741,0.360526315789474,0.643
"GO:0007282",9,"GO:0051302",0.34815,8,"cystoblast division","regulation of cell division",0.902902298850575,0.336411764705882,0.627
"GO:0090305",184,"GO:0090305",0.34755,7,"nucleic acid phosphodiester bond hydrolysis","nucleic acid phosphodiester bond hydrolysis",0.941378671775223,1,0
"GO:2001257",19,"GO:0043087",0.34668,0,"regulation of cation channel activity","regulation of GTPase activity",0.865173052362707,0.29671875,0.692
"GO:0007140",8,"GO:1903046",0.34628,33,"male meiotic nuclear division","meiotic cell cycle process",0.884837803320562,0.3124,0.859
"GO:0016322",25,"GO:0016322",0.34619,48,"neuron remodeling","neuron remodeling",0.898627713920817,0.278571428571429,0
"GO:0042551",25,"GO:0016322",0.34619,0,"neuron maturation","neuron remodeling",0.898283524904215,0.276571428571429,0.995
"GO:0009267",183,"GO:0009605",0.3448,68,"cellular response to starvation","response to external stimulus",0.926098978288634,0.292,0.682
"GO:0031669",183,"GO:0009605",0.3448,2,"cellular response to nutrient levels","response to external stimulus",0.9302030651341,0.289,0.686
"GO:0031668",183,"GO:0009605",0.3448,0,"cellular response to extracellular stimulus","response to external stimulus",0.930111749680715,0.288833333333333,0.687
"GO:0046959",95,"GO:0007613",0.34474,12,"habituation","memory",0.949308429118774,0.30675,0.73
"GO:0006418",58,"GO:0043038",0.34444,31,"tRNA aminoacylation for protein translation","amino acid activation",0.895533844189017,0.276181818181818,0.987
"GO:0043039",58,"GO:0043038",0.34444,10,"tRNA aminoacylation","amino acid activation",0.902074712643678,0.270909090909091,0.996
"GO:0060250",83,"GO:0060249",0.34393,23,"germ-line stem-cell niche homeostasis","anatomical structure homeostasis",0.957298850574713,0.368333333333333,0.899
"GO:0045926",73,"GO:0045927",0.34326,18,"negative regulation of growth","positive regulation of growth",0.902408684546616,0.297,0.809
"GO:0051170",120,"GO:0030705",0.34323,1,"import into nucleus","cytoskeleton-dependent intracellular transport",0.939387611749681,0.355285714285714,0.59
"GO:0048608",163,"GO:0008585",0.34071,1,"reproductive structure development","female gonad development",0.908238186462324,0.399666666666667,0.846
"GO:0080135",39,"GO:0031347",0.3402,0,"regulation of cellular response to stress","regulation of defense response",0.875756704980843,0.392166666666667,0.837
"GO:0007584",99,"GO:0032104",0.34005,5,"response to nutrient","regulation of response to extracellular stimulus",0.952170498084291,0.382,0.617
"GO:0009311",103,"GO:0005975",0.33995,4,"oligosaccharide metabolic process","carbohydrate metabolic process",0.962314814814815,0.48,0.796
"GO:1901607",182,"GO:0044283",0.33569,0,"alpha-amino acid biosynthetic process","small molecule biosynthetic process",0.911327586206897,0.2996,0.837
"GO:0071705",47,"GO:0071705",0.33533,0,"nitrogen compound transport","nitrogen compound transport",0.945394636015326,0.4024,0
"GO:0016543",86,"GO:0007619",0.33492,2,"male courtship behavior, orientation prior to leg tapping and wing vibration","courtship behavior",0.943512771392082,0.390266666666667,0.728
"GO:0016545",86,"GO:0007619",0.33492,2,"male courtship behavior, veined wing vibration","courtship behavior",0.933535121328225,0.266666666666667,0.861
"GO:0034114",5,"GO:0007157",0.33491,0,"regulation of heterotypic cell-cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.935079182630907,0.3257,0.602
"GO:0034116",5,"GO:0007157",0.33491,2,"positive regulation of heterotypic cell-cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.921450191570881,0.3163,0.602
"GO:0034110",5,"GO:0007157",0.33491,3,"regulation of homotypic cell-cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.93152809706258,0.3061,0.635
"GO:0060627",32,"GO:0030100",0.33461,3,"regulation of vesicle-mediated transport","regulation of endocytosis",0.865802043422733,0.270818181818182,0.947
"GO:0098742",5,"GO:0007157",0.3332,1,"cell-cell adhesion via plasma-membrane adhesion molecules","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.976996168582375,0.2735,0.894
"GO:0006979",181,"GO:0006952",0.33279,106,"response to oxidative stress","defense response",0.956862068965517,0.5465,0.584
"GO:2000241",180,"GO:2000242",0.33188,0,"regulation of reproductive process","negative regulation of reproductive process",0.90689527458493,0.575,0.85
"GO:0010212",109,"GO:0009416",0.33107,10,"response to ionizing radiation","response to light stimulus",0.959515325670498,0.324428571428571,0.807
"GO:0046692",152,"GO:0046692",0.33057,16,"sperm competition","sperm competition",0.930439335887612,0.5055,0
"GO:0090306",8,"GO:1903046",0.33043,2,"meiotic spindle assembly","meiotic cell cycle process",0.910436781609195,0.2942,0.759
"GO:0045471",96,"GO:1901701",0.33027,12,"response to ethanol","cellular response to oxygen-containing compound",0.950008301404853,0.3028,0.779
"GO:0022412",106,"GO:0007530",0.33006,0,"cellular process involved in reproduction in multicellular organism","sex determination",0.904303959131545,0.234454545454545,0.542
"GO:0051647",1,"GO:0051646",0.32931,9,"nucleus localization","mitochondrion localization",0.960583014048531,0.329692307692308,0.699
"GO:0016049",73,"GO:0045927",0.32891,0,"cell growth","positive regulation of growth",0.967756704980843,0.247787878787879,0.756
"GO:2000331",67,"GO:0051963",0.32778,26,"regulation of terminal button organization","regulation of synapse assembly",0.884326947637292,0.33325,0.811
"GO:0045186",92,"GO:1904396",0.32563,9,"zonula adherens assembly","regulation of neuromuscular junction development",0.9492656449553,0.3215,0.602
"GO:0097190",43,"GO:0006915",0.32548,10,"apoptotic signaling pathway","apoptotic process",0.882122605363985,0.297347826086957,0.839
"GO:2000377",179,"GO:2000377",0.32514,2,"regulation of reactive oxygen species metabolic process","regulation of reactive oxygen species metabolic process",0.902264367816092,1,0
"GO:0010821",74,"GO:0010821",0.32504,15,"regulation of mitochondrion organization","regulation of mitochondrion organization",0.88255619412516,0.41,0
"GO:1901879",3,"GO:1901879",0.32487,0,"regulation of protein depolymerization","regulation of protein depolymerization",0.888875478927203,0.297666666666667,0
"GO:0043244",3,"GO:1901879",0.32487,0,"regulation of protein-containing complex disassembly","regulation of protein depolymerization",0.886932950191571,0.291777777777778,0.982
"GO:0009991",99,"GO:0032104",0.32487,0,"response to extracellular stimulus","regulation of response to extracellular stimulus",0.952278416347382,0.288,0.715
"GO:0031667",99,"GO:0032104",0.32487,0,"response to nutrient levels","regulation of response to extracellular stimulus",0.952301404853129,0.2875,0.714
"GO:0000003",106,"GO:0007530",0.32384,4,"reproduction","sex determination",0.961784802043423,0.253818181818182,0.552
"GO:0034470",90,"GO:0034470",0.32373,2,"ncRNA processing","ncRNA processing",0.912878033205619,0.334333333333333,0
"GO:0030162",10,"GO:0045862",0.32343,11,"regulation of proteolysis","positive regulation of proteolysis",0.86598914431673,0.27078947368421,0.954
"GO:0045450",121,"GO:0006403",0.32175,24,"bicoid mRNA localization","RNA localization",0.848702426564496,0.261,0.806
"GO:0042307",94,"GO:0070201",0.31997,4,"positive regulation of protein import into nucleus","regulation of establishment of protein localization",0.873053639846743,0.201052631578947,0.821
"GO:0008589",123,"GO:0007166",0.31975,2,"regulation of smoothened signaling pathway","cell surface receptor signaling pathway",0.873450191570881,0.434916666666667,0.722
"GO:0008594",27,"GO:0042052",0.31932,13,"photoreceptor cell morphogenesis","rhabdomere development",0.903944444444444,0.329857142857143,0.776
"GO:0007389",70,"GO:0009948",0.31848,11,"pattern specification process","anterior/posterior axis specification",0.911310344827586,0.2875,0.822
"GO:0016441",111,"GO:0010608",0.31828,5,"post-transcriptional gene silencing","post-transcriptional regulation of gene expression",0.844816730523627,0.407214285714286,0.918
"GO:0016310",45,"GO:0090407",0.31795,17,"phosphorylation","organophosphate biosynthetic process",0.912694125159642,0.340444444444444,0.726
"GO:0097264",178,"GO:0097264",0.31614,1,"self proteolysis","self proteolysis",0.958021711366539,1,0
"GO:0016332",14,"GO:0007163",0.31613,8,"establishment or maintenance of polarity of embryonic epithelium","establishment or maintenance of cell polarity",0.90811877394636,0.432526315789474,0.725
"GO:0010648",54,"GO:0010648",0.31363,0,"negative regulation of cell communication","negative regulation of cell communication",0.862992337164751,0.43375,0
"GO:0031333",173,"GO:0044087",0.3136,0,"negative regulation of protein-containing complex assembly","regulation of cellular component biogenesis",0.868784163473819,0.253428571428571,0.792
"GO:0042058",123,"GO:0007166",0.31285,5,"regulation of epidermal growth factor receptor signaling pathway","cell surface receptor signaling pathway",0.878079821200511,0.31425,0.674
"GO:1901184",123,"GO:0007166",0.31285,0,"regulation of ERBB signaling pathway","cell surface receptor signaling pathway",0.878079821200511,0.31425,0.674
"GO:0008407",177,"GO:0001654",0.31221,47,"chaeta morphogenesis","eye development",0.934548531289911,0.380222222222222,0.691
"GO:0045467",27,"GO:0042052",0.31168,17,"R7 cell development","rhabdomere development",0.899303959131545,0.315,0.804
"GO:0034453",53,"GO:0034453",0.31151,3,"microtubule anchoring","microtubule anchoring",0.948111749680715,0.352,0
"GO:0070304",153,"GO:0006974",0.31082,0,"positive regulation of stress-activated protein kinase signaling cascade","DNA damage response",0.858787994891443,0.212666666666667,0.648
"GO:0032874",153,"GO:0006974",0.31082,4,"positive regulation of stress-activated MAPK cascade","DNA damage response",0.857844189016603,0.21125,0.648
"GO:0007527",157,"GO:0007517",0.30987,18,"adult somatic muscle development","muscle organ development",0.957485312899106,0.3694,0.689
"GO:0035088",14,"GO:0007163",0.30927,10,"establishment or maintenance of apical/basal cell polarity","establishment or maintenance of cell polarity",0.977352490421456,0.325368421052632,0.834
"GO:0061245",14,"GO:0007163",0.30927,0,"establishment or maintenance of bipolar cell polarity","establishment or maintenance of cell polarity",0.977352490421456,0.325368421052632,0.834
"GO:0006820",176,"GO:0006812",0.30924,27,"monoatomic anion transport","monoatomic cation transport",0.953876117496807,0.312142857142857,0.741
"GO:0050789",167,"GO:0065007",0.30803,0,"regulation of biological process","biological regulation",0.899247765006386,0.526666666666667,0.712
"GO:0000096",117,"GO:0044272",0.30793,2,"sulfur amino acid metabolic process","sulfur compound biosynthetic process",0.923009578544061,0.238625,0.788
"GO:0008343",51,"GO:0060259",0.30697,14,"adult feeding behavior","regulation of feeding behavior",0.953194763729246,0.399,0.821
"GO:1903828",94,"GO:0070201",0.30695,0,"negative regulation of protein localization","regulation of establishment of protein localization",0.869254789272031,0.293421052631579,0.817
"GO:0048841",73,"GO:0045927",0.30632,3,"regulation of axon extension involved in axon guidance","positive regulation of growth",0.815099616858238,0.282757575757576,0.66
"GO:0097193",43,"GO:0006915",0.30609,2,"intrinsic apoptotic signaling pathway","apoptotic process",0.884321200510856,0.328173913043478,0.78
"GO:0030010",14,"GO:0007163",0.3055,10,"establishment of cell polarity","establishment or maintenance of cell polarity",0.976005747126437,0.279052631578947,0.866
"GO:0046330",153,"GO:0006974",0.3051,44,"positive regulation of JNK cascade","DNA damage response",0.858950191570881,0.21425,0.642
"GO:0009072",58,"GO:0043038",0.30442,8,"aromatic amino acid metabolic process","amino acid activation",0.915858876117497,0.358545454545455,0.751
"GO:0007411",88,"GO:0048812",0.30422,222,"axon guidance","neuron projection morphogenesis",0.845815453384419,0.240555555555556,0.913
"GO:0002066",175,"GO:0002064",0.3042,0,"columnar/cuboidal epithelial cell development","epithelial cell development",0.936973180076628,0.569,0.614
"GO:0030707",175,"GO:0002064",0.3042,77,"follicle cell of egg chamber development","epithelial cell development",0.872787356321839,0.41775,0.981
"GO:0007526",157,"GO:0007517",0.30418,67,"larval somatic muscle development","muscle organ development",0.924894636015326,0.3204,0.76
"GO:0032272",173,"GO:0044087",0.30399,0,"negative regulation of protein polymerization","regulation of cellular component biogenesis",0.870044061302682,0.251,0.782
"GO:0051924",17,"GO:1903531",0.30213,2,"regulation of calcium ion transport","negative regulation of secretion by cell",0.889758620689655,0.21853125,0.611
"GO:0051128",42,"GO:0051130",0.30171,0,"regulation of cellular component organization","positive regulation of cellular component organization",0.859142401021711,0.3232,0.847
"GO:0048563",127,"GO:0009886",0.30092,0,"post-embryonic animal organ morphogenesis","post-embryonic animal morphogenesis",0.899212005108557,0.271142857142857,0.969
"GO:0031114",140,"GO:0031110",0.30034,3,"regulation of microtubule depolymerization","regulation of microtubule polymerization or depolymerization",0.880111111111111,0.279428571428571,0.95
"GO:0030720",174,"GO:0030720",0.30025,16,"oocyte localization involved in germarium-derived egg chamber formation","oocyte localization involved in germarium-derived egg chamber formation",0.87025159642401,0.5,0
"GO:0051674",174,"GO:0030720",0.30025,0,"localization of cell","oocyte localization involved in germarium-derived egg chamber formation",0.956595146871009,0.5,1
"GO:0048646",6,"GO:0030703",0.29989,0,"anatomical structure formation involved in morphogenesis","eggshell formation",0.924621328224776,0.314545454545455,0.757
"GO:0043242",3,"GO:1901879",0.29965,0,"negative regulation of protein-containing complex disassembly","regulation of protein depolymerization",0.873123243933589,0.301777777777778,0.954
"GO:1901880",3,"GO:1901879",0.29965,0,"negative regulation of protein depolymerization","regulation of protein depolymerization",0.873375478927203,0.299555555555556,0.985
"GO:0030837",173,"GO:0044087",0.29907,13,"negative regulation of actin filament polymerization","regulation of cellular component biogenesis",0.851565134099617,0.253857142857143,0.778
"GO:0007450",162,"GO:0007447",0.29875,6,"dorsal/ventral pattern formation, imaginal disc","imaginal disc pattern formation",0.920905491698595,0.298333333333333,0.93
"GO:0006720",149,"GO:0008610",0.29795,0,"isoprenoid metabolic process","lipid biosynthetic process",0.945100893997446,0.374,0.669
"GO:0007549",2,"GO:0040029",0.29619,21,"dosage compensation","epigenetic regulation of gene expression",0.858383141762452,0.325571428571429,0.85
"GO:0009064",58,"GO:0043038",0.29613,0,"glutamine family amino acid metabolic process","amino acid activation",0.918894636015326,0.288090909090909,0.763
"GO:0051607",13,"GO:0009607",0.29535,49,"defense response to virus","response to biotic stimulus",0.952026819923372,0.262545454545455,0.726
"GO:1901605",58,"GO:0043038",0.29516,0,"alpha-amino acid metabolic process","amino acid activation",0.910048531289911,0.239818181818182,0.848
"GO:0030111",22,"GO:0030178",0.29472,2,"regulation of Wnt signaling pathway","negative regulation of Wnt signaling pathway",0.869184546615581,0.2942,0.932
"GO:0033993",96,"GO:1901701",0.29326,0,"response to lipid","cellular response to oxygen-containing compound",0.950374840357599,0.32625,0.59
"GO:2000252",79,"GO:0048521",0.29271,10,"negative regulation of feeding behavior","negative regulation of behavior",0.882915070242656,0.334285714285714,0.966
"GO:0042220",172,"GO:1901698",0.29269,4,"response to cocaine","response to nitrogen compound",0.954621328224777,0.3896,0.761
"GO:1990138",73,"GO:0045927",0.29209,0,"neuron projection extension","positive regulation of growth",0.857596424010217,0.247181818181818,0.694
"GO:0098609",5,"GO:0007157",0.29181,64,"cell-cell adhesion","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.975882503192848,0.2539,0.83
"GO:0051050",32,"GO:0030100",0.2904,0,"positive regulation of transport","regulation of endocytosis",0.86317496807152,0.265636363636364,0.804
"GO:0008283",171,"GO:0008284",0.28995,7,"cell population proliferation","positive regulation of cell population proliferation",0.962863346104725,0.354857142857143,0.722
"GO:0006749",170,"GO:0006749",0.28821,77,"glutathione metabolic process","glutathione metabolic process",0.96386398467433,1,0
"GO:1901654",96,"GO:1901701",0.28692,0,"response to ketone","cellular response to oxygen-containing compound",0.950664750957854,0.3195,0.767
"GO:0032502",130,"GO:0030154",0.2864,10,"developmental process","cell differentiation",0.929836526181354,0.458333333333333,0.61
"GO:0016339",5,"GO:0007157",0.28597,26,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",0.979473818646232,0.34385,0.8
"GO:1901700",96,"GO:1901701",0.28499,0,"response to oxygen-containing compound","cellular response to oxygen-containing compound",0.943491060025543,0.28255,0.932
"GO:0031111",42,"GO:0051130",0.28475,0,"negative regulation of microtubule polymerization or depolymerization","positive regulation of cellular component organization",0.871280332056194,0.3096,0.564
"GO:1901564",11,"GO:0006807",0.28447,0,"organonitrogen compound metabolic process","nitrogen compound metabolic process",0.916634099616858,0.517666666666667,0.622
"GO:0002831",13,"GO:0009607",0.28436,0,"regulation of response to biotic stimulus","response to biotic stimulus",0.88709067688378,0.343272727272727,0.861
"GO:0032007",23,"GO:0035556",0.28395,18,"negative regulation of TOR signaling","intracellular signal transduction",0.864805236270753,0.34175,0.673
"GO:2001233",43,"GO:0006915",0.28322,2,"regulation of apoptotic signaling pathway","apoptotic process",0.876327586206897,0.275304347826087,0.784
"GO:0008359",121,"GO:0006403",0.28291,2,"regulation of bicoid mRNA localization","RNA localization",0.823293103448276,0.326888888888889,0.671
"GO:0046888",17,"GO:1903531",0.28251,0,"negative regulation of hormone secretion","negative regulation of secretion by cell",0.849830140485313,0.35975,0.948
"GO:0002792",32,"GO:0030100",0.28251,0,"negative regulation of peptide secretion","regulation of endocytosis",0.882112388250319,0.286909090909091,0.639
"GO:0090278",32,"GO:0030100",0.28251,5,"negative regulation of peptide hormone secretion","regulation of endocytosis",0.84705938697318,0.2745,0.639
"GO:0070085",40,"GO:0070085",0.28221,11,"glycosylation","glycosylation",0.9622030651341,0.2755,0
"GO:0006486",40,"GO:0070085",0.28221,46,"protein glycosylation","glycosylation",0.900770114942529,0.2715,0.988
"GO:0043413",40,"GO:0070085",0.28221,0,"macromolecule glycosylation","glycosylation",0.943229246487867,0.2715,0.988
"GO:0015988",72,"GO:0055085",0.28088,0,"energy coupled proton transmembrane transport, against electrochemical gradient","transmembrane transport",0.949667943805875,0.4548,0.562
"GO:0023057",26,"GO:0007165",0.28054,0,"negative regulation of signaling","signal transduction",0.878139846743295,0.3145,0.645
"GO:1903522",155,"GO:0051960",0.27992,0,"regulation of blood circulation","regulation of nervous system development",0.898159642401022,0.322083333333333,0.635
"GO:0008016",155,"GO:0051960",0.27992,7,"regulation of heart contraction","regulation of nervous system development",0.898159642401022,0.322083333333333,0.635
"GO:0007026",42,"GO:0051130",0.27955,13,"negative regulation of microtubule depolymerization","positive regulation of cellular component organization",0.867123882503193,0.3156,0.558
"GO:0009201",77,"GO:0009165",0.27853,0,"ribonucleoside triphosphate biosynthetic process","nucleotide biosynthetic process",0.894829501915709,0.191535714285714,0.886
"GO:0009142",77,"GO:0009165",0.27853,3,"nucleoside triphosphate biosynthetic process","nucleotide biosynthetic process",0.894349297573436,0.190642857142857,0.891
"GO:0034660",90,"GO:0034470",0.27799,0,"ncRNA metabolic process","ncRNA processing",0.91554533844189,0.3405,0.941
"GO:0051346",19,"GO:0043087",0.2778,0,"negative regulation of hydrolase activity","regulation of GTPase activity",0.929847381864623,0.28228125,0.811
"GO:0051663",1,"GO:0051646",0.27744,4,"oocyte nucleus localization involved in oocyte dorsal/ventral axis specification","mitochondrion localization",0.867444444444444,0.396307692307692,0.623
"GO:0007005",74,"GO:0010821",0.27695,59,"mitochondrion organization","regulation of mitochondrion organization",0.939162196679438,0.43175,0.82
"GO:0032259",142,"GO:0032259",0.27677,15,"methylation","methylation",0.960843550446999,0.5055,0
"GO:0036314",96,"GO:1901701",0.2763,0,"response to sterol","cellular response to oxygen-containing compound",0.949667305236271,0.25225,0.763
"GO:0035075",96,"GO:1901701",0.2763,19,"response to ecdysone","cellular response to oxygen-containing compound",0.948768837803321,0.1819,0.763
"GO:0006508",169,"GO:0031146",0.27543,805,"proteolysis","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.922476372924649,0.6735,0.653
